transaction_id,building_id,lease_id,transaction_date,type,amount,status,created_at
53,14,3.0,2023-04-01,Rent,659.78,Paid,2023-04-01
54,14,3.0,2023-05-01,Rent,659.78,Paid,2023-05-01
55,14,3.0,2023-05-31,Rent,659.78,Paid,2023-05-31
56,14,3.0,2023-06-30,Rent,659.78,Paid,2023-06-30
57,14,3.0,2023-07-30,Rent,659.78,Paid,2023-07-30
58,14,3.0,2023-08-29,Rent,659.78,Paid,2023-08-29
59,14,3.0,2023-09-28,Rent,659.78,Paid,2023-09-28
60,14,3.0,2023-10-28,Rent,659.78,Paid,2023-10-28
61,14,3.0,2023-11-27,Rent,659.78,Paid,2023-11-27
62,14,3.0,2023-12-27,Rent,659.78,Paid,2023-12-27
63,14,3.0,2024-01-26,Rent,659.78,Paid,2024-01-26
64,14,3.0,2024-02-25,Rent,659.78,Paid,2024-02-25
65,14,3.0,2024-03-26,Rent,659.78,Paid,2024-03-26
66,14,3.0,2024-04-25,Rent,659.78,Paid,2024-04-25
67,14,3.0,2024-05-25,Rent,659.78,Paid,2024-05-25
68,14,3.0,2024-06-24,Rent,659.78,Paid,2024-06-24
69,14,3.0,2024-07-24,Rent,659.78,Paid,2024-07-24
70,14,3.0,2024-08-23,Rent,659.78,Paid,2024-08-23
71,14,3.0,2024-09-22,Rent,659.78,Paid,2024-09-22
72,14,3.0,2024-10-22,Rent,659.78,Paid,2024-10-22
73,14,3.0,2024-11-21,Rent,659.78,Paid,2024-11-21
74,14,3.0,2024-12-21,Rent,659.78,Paid,2024-12-21
75,14,4.0,2023-10-26,Rent,631.08,Paid,2023-10-26
76,14,4.0,2023-11-25,Rent,631.08,Paid,2023-11-25
77,14,4.0,2023-12-25,Rent,631.08,Paid,2023-12-25
78,14,4.0,2024-01-24,Rent,631.08,Paid,2024-01-24
79,14,4.0,2024-02-23,Rent,631.08,Paid,2024-02-23
80,14,4.0,2024-03-24,Rent,631.08,Paid,2024-03-24
81,14,4.0,2024-04-23,Rent,631.08,Paid,2024-04-23
82,14,4.0,2024-05-23,Rent,631.08,Paid,2024-05-23
83,14,4.0,2024-06-22,Rent,631.08,Paid,2024-06-22
84,14,4.0,2024-07-22,Rent,631.08,Paid,2024-07-22
85,14,4.0,2024-08-21,Rent,631.08,Paid,2024-08-21
86,14,4.0,2024-09-20,Rent,631.08,Paid,2024-09-20
87,14,4.0,2024-10-20,Rent,631.08,Paid,2024-10-20
88,14,4.0,2024-11-19,Rent,631.08,Pending,2024-11-19
89,14,4.0,2024-12-19,Rent,631.08,Paid,2024-12-19
90,9,5.0,2023-04-21,Rent,1633.19,Paid,2023-04-21
91,9,5.0,2023-05-21,Rent,1633.19,Paid,2023-05-21
92,9,5.0,2023-06-20,Rent,1633.19,Paid,2023-06-20
93,9,5.0,2023-07-20,Rent,1633.19,Paid,2023-07-20
94,9,5.0,2023-08-19,Rent,1633.19,Paid,2023-08-19
95,9,5.0,2023-09-18,Rent,1633.19,Paid,2023-09-18
96,9,5.0,2023-10-18,Rent,1633.19,Paid,2023-10-18
97,9,5.0,2023-11-17,Rent,1633.19,Pending,2023-11-17
98,9,5.0,2023-12-17,Rent,1633.19,Paid,2023-12-17
99,9,5.0,2024-01-16,Rent,1633.19,Paid,2024-01-16
100,9,5.0,2024-02-15,Rent,1633.19,Paid,2024-02-15
101,9,5.0,2024-03-16,Rent,1633.19,Paid,2024-03-16
102,9,5.0,2024-04-15,Rent,1633.19,Paid,2024-04-15
103,9,5.0,2024-05-15,Rent,1633.19,Paid,2024-05-15
104,9,5.0,2024-06-14,Rent,1633.19,Paid,2024-06-14
105,9,5.0,2024-07-14,Rent,1633.19,Paid,2024-07-14
106,9,5.0,2024-08-13,Rent,1633.19,Paid,2024-08-13
107,9,5.0,2024-09-12,Rent,1633.19,Paid,2024-09-12
108,9,5.0,2024-10-12,Rent,1633.19,Pending,2024-10-12
109,9,5.0,2024-11-11,Rent,1633.19,Paid,2024-11-11
110,9,5.0,2024-12-11,Rent,1633.19,Paid,2024-12-11
111,8,6.0,2023-10-27,Rent,594.69,Paid,2023-10-27
112,8,6.0,2023-11-26,Rent,594.69,Paid,2023-11-26
113,8,6.0,2023-12-26,Rent,594.69,Paid,2023-12-26
114,8,6.0,2024-01-25,Rent,594.69,Paid,2024-01-25
115,8,6.0,2024-02-24,Rent,594.69,Paid,2024-02-24
116,8,6.0,2024-03-25,Rent,594.69,Paid,2024-03-25
117,8,6.0,2024-04-24,Rent,594.69,Paid,2024-04-24
118,8,6.0,2024-05-24,Rent,594.69,Paid,2024-05-24
119,8,6.0,2024-06-23,Rent,594.69,Paid,2024-06-23
120,8,6.0,2024-07-23,Rent,594.69,Paid,2024-07-23
121,8,6.0,2024-08-22,Rent,594.69,Paid,2024-08-22
122,8,6.0,2024-09-21,Rent,594.69,Paid,2024-09-21
123,8,6.0,2024-10-21,Rent,594.69,Paid,2024-10-21
124,8,6.0,2024-11-20,Rent,594.69,Paid,2024-11-20
125,8,6.0,2024-12-20,Rent,594.69,Paid,2024-12-20
126,11,7.0,2022-05-24,Rent,678.92,Paid,2022-05-24
127,11,7.0,2022-06-23,Rent,678.92,Paid,2022-06-23
128,11,7.0,2022-07-23,Rent,678.92,Paid,2022-07-23
129,11,7.0,2022-08-22,Rent,678.92,Paid,2022-08-22
130,11,7.0,2022-09-21,Rent,678.92,Paid,2022-09-21
131,11,7.0,2022-10-21,Rent,678.92,Paid,2022-10-21
132,11,7.0,2022-11-20,Rent,678.92,Paid,2022-11-20
133,11,7.0,2022-12-20,Rent,678.92,Paid,2022-12-20
134,11,7.0,2023-01-19,Rent,678.92,Paid,2023-01-19
135,11,7.0,2023-02-18,Rent,678.92,Paid,2023-02-18
136,11,7.0,2023-03-20,Rent,678.92,Paid,2023-03-20
137,11,7.0,2023-04-19,Rent,678.92,Paid,2023-04-19
138,11,7.0,2023-05-19,Rent,678.92,Paid,2023-05-19
139,11,7.0,2023-06-18,Rent,678.92,Paid,2023-06-18
140,14,8.0,2022-11-08,Rent,692.23,Paid,2022-11-08
141,14,8.0,2022-12-08,Rent,692.23,Paid,2022-12-08
142,14,8.0,2023-01-07,Rent,692.23,Paid,2023-01-07
143,14,8.0,2023-02-06,Rent,692.23,Paid,2023-02-06
144,14,8.0,2023-03-08,Rent,692.23,Paid,2023-03-08
145,14,8.0,2023-04-07,Rent,692.23,Paid,2023-04-07
146,14,8.0,2023-05-07,Rent,692.23,Paid,2023-05-07
147,14,8.0,2023-06-06,Rent,692.23,Paid,2023-06-06
148,14,8.0,2023-07-06,Rent,692.23,Paid,2023-07-06
149,14,8.0,2023-08-05,Rent,692.23,Paid,2023-08-05
150,14,8.0,2023-09-04,Rent,692.23,Paid,2023-09-04
151,14,8.0,2023-10-04,Rent,692.23,Paid,2023-10-04
152,14,8.0,2023-11-03,Rent,692.23,Paid,2023-11-03
153,14,8.0,2023-12-03,Rent,692.23,Paid,2023-12-03
154,14,8.0,2024-01-02,Rent,692.23,Paid,2024-01-02
155,14,8.0,2024-02-01,Rent,692.23,Paid,2024-02-01
156,14,8.0,2024-03-02,Rent,692.23,Paid,2024-03-02
157,14,8.0,2024-04-01,Rent,692.23,Paid,2024-04-01
158,14,8.0,2024-05-01,Rent,692.23,Paid,2024-05-01
159,14,8.0,2024-05-31,Rent,692.23,Paid,2024-05-31
160,14,8.0,2024-06-30,Rent,692.23,Paid,2024-06-30
161,14,8.0,2024-07-30,Rent,692.23,Paid,2024-07-30
162,14,8.0,2024-08-29,Rent,692.23,Paid,2024-08-29
163,14,8.0,2024-09-28,Rent,692.23,Paid,2024-09-28
164,14,8.0,2024-10-28,Rent,692.23,Paid,2024-10-28
165,14,8.0,2024-11-27,Rent,692.23,Paid,2024-11-27
166,14,8.0,2024-12-27,Rent,692.23,Paid,2024-12-27
167,17,9.0,2022-04-10,Rent,1217.65,Paid,2022-04-10
168,17,9.0,2022-05-10,Rent,1217.65,Paid,2022-05-10
169,17,9.0,2022-06-09,Rent,1217.65,Paid,2022-06-09
170,17,9.0,2022-07-09,Rent,1217.65,Paid,2022-07-09
171,17,9.0,2022-08-08,Rent,1217.65,Paid,2022-08-08
172,17,9.0,2022-09-07,Rent,1217.65,Paid,2022-09-07
173,17,9.0,2022-10-07,Rent,1217.65,Paid,2022-10-07
174,17,9.0,2022-11-06,Rent,1217.65,Paid,2022-11-06
175,17,9.0,2022-12-06,Rent,1217.65,Paid,2022-12-06
176,17,9.0,2023-01-05,Rent,1217.65,Paid,2023-01-05
177,17,9.0,2023-02-04,Rent,1217.65,Paid,2023-02-04
178,17,9.0,2023-03-06,Rent,1217.65,Paid,2023-03-06
179,17,9.0,2023-04-05,Rent,1217.65,Paid,2023-04-05
180,17,9.0,2023-05-05,Rent,1217.65,Paid,2023-05-05
181,17,9.0,2023-06-04,Rent,1217.65,Paid,2023-06-04
182,17,9.0,2023-07-04,Rent,1217.65,Paid,2023-07-04
183,17,9.0,2023-08-03,Rent,1217.65,Paid,2023-08-03
184,17,9.0,2023-09-02,Rent,1217.65,Paid,2023-09-02
185,17,9.0,2023-10-02,Rent,1217.65,Paid,2023-10-02
186,17,9.0,2023-11-01,Rent,1217.65,Paid,2023-11-01
187,17,9.0,2023-12-01,Rent,1217.65,Paid,2023-12-01
188,8,10.0,2022-05-19,Rent,528.41,Paid,2022-05-19
189,8,10.0,2022-06-18,Rent,528.41,Paid,2022-06-18
190,8,10.0,2022-07-18,Rent,528.41,Paid,2022-07-18
191,8,10.0,2022-08-17,Rent,528.41,Paid,2022-08-17
192,8,10.0,2022-09-16,Rent,528.41,Paid,2022-09-16
193,8,10.0,2022-10-16,Rent,528.41,Pending,2022-10-16
194,8,10.0,2022-11-15,Rent,528.41,Paid,2022-11-15
195,8,10.0,2022-12-15,Rent,528.41,Paid,2022-12-15
196,8,10.0,2023-01-14,Rent,528.41,Paid,2023-01-14
197,8,10.0,2023-02-13,Rent,528.41,Paid,2023-02-13
198,8,10.0,2023-03-15,Rent,528.41,Paid,2023-03-15
199,8,10.0,2023-04-14,Rent,528.41,Paid,2023-04-14
200,8,10.0,2023-05-14,Rent,528.41,Paid,2023-05-14
201,8,10.0,2023-06-13,Rent,528.41,Paid,2023-06-13
202,8,10.0,2023-07-13,Rent,528.41,Pending,2023-07-13
203,8,10.0,2023-08-12,Rent,528.41,Paid,2023-08-12
204,8,10.0,2023-09-11,Rent,528.41,Paid,2023-09-11
205,8,10.0,2023-10-11,Rent,528.41,Paid,2023-10-11
206,8,10.0,2023-11-10,Rent,528.41,Paid,2023-11-10
207,8,10.0,2023-12-10,Rent,528.41,Paid,2023-12-10
208,8,10.0,2024-01-09,Rent,528.41,Paid,2024-01-09
209,8,10.0,2024-02-08,Rent,528.41,Paid,2024-02-08
210,8,10.0,2024-03-09,Rent,528.41,Paid,2024-03-09
211,8,10.0,2024-04-08,Rent,528.41,Paid,2024-04-08
212,8,10.0,2024-05-08,Rent,528.41,Paid,2024-05-08
213,8,10.0,2024-06-07,Rent,528.41,Paid,2024-06-07
214,17,11.0,2023-01-15,Rent,538.39,Paid,2023-01-15
215,17,11.0,2023-02-14,Rent,538.39,Paid,2023-02-14
216,17,11.0,2023-03-16,Rent,538.39,Paid,2023-03-16
217,17,11.0,2023-04-15,Rent,538.39,Paid,2023-04-15
218,17,11.0,2023-05-15,Rent,538.39,Paid,2023-05-15
219,17,11.0,2023-06-14,Rent,538.39,Paid,2023-06-14
220,17,11.0,2023-07-14,Rent,538.39,Paid,2023-07-14
221,17,11.0,2023-08-13,Rent,538.39,Paid,2023-08-13
222,17,11.0,2023-09-12,Rent,538.39,Paid,2023-09-12
223,17,11.0,2023-10-12,Rent,538.39,Paid,2023-10-12
224,17,11.0,2023-11-11,Rent,538.39,Paid,2023-11-11
225,17,11.0,2023-12-11,Rent,538.39,Paid,2023-12-11
226,17,11.0,2024-01-10,Rent,538.39,Paid,2024-01-10
227,17,11.0,2024-02-09,Rent,538.39,Paid,2024-02-09
228,17,11.0,2024-03-10,Rent,538.39,Paid,2024-03-10
229,17,11.0,2024-04-09,Rent,538.39,Paid,2024-04-09
230,17,11.0,2024-05-09,Rent,538.39,Paid,2024-05-09
231,17,11.0,2024-06-08,Rent,538.39,Paid,2024-06-08
232,17,11.0,2024-07-08,Rent,538.39,Paid,2024-07-08
233,17,11.0,2024-08-07,Rent,538.39,Paid,2024-08-07
234,17,11.0,2024-09-06,Rent,538.39,Paid,2024-09-06
235,17,11.0,2024-10-06,Rent,538.39,Paid,2024-10-06
236,17,11.0,2024-11-05,Rent,538.39,Paid,2024-11-05
237,17,11.0,2024-12-05,Rent,538.39,Paid,2024-12-05
238,1,12.0,2023-12-15,Rent,908.24,Paid,2023-12-15
239,1,12.0,2024-01-14,Rent,908.24,Paid,2024-01-14
240,1,12.0,2024-02-13,Rent,908.24,Paid,2024-02-13
241,1,12.0,2024-03-14,Rent,908.24,Paid,2024-03-14
242,1,12.0,2024-04-13,Rent,908.24,Paid,2024-04-13
243,1,12.0,2024-05-13,Rent,908.24,Paid,2024-05-13
244,1,12.0,2024-06-12,Rent,908.24,Paid,2024-06-12
245,1,12.0,2024-07-12,Rent,908.24,Paid,2024-07-12
246,1,12.0,2024-08-11,Rent,908.24,Paid,2024-08-11
247,1,12.0,2024-09-10,Rent,908.24,Paid,2024-09-10
248,1,12.0,2024-10-10,Rent,908.24,Paid,2024-10-10
249,1,12.0,2024-11-09,Rent,908.24,Pending,2024-11-09
250,1,12.0,2024-12-09,Rent,908.24,Paid,2024-12-09
251,8,13.0,2023-08-25,Rent,663.33,Paid,2023-08-25
252,8,13.0,2023-09-24,Rent,663.33,Paid,2023-09-24
253,8,13.0,2023-10-24,Rent,663.33,Paid,2023-10-24
254,8,13.0,2023-11-23,Rent,663.33,Paid,2023-11-23
255,8,13.0,2023-12-23,Rent,663.33,Pending,2023-12-23
256,8,13.0,2024-01-22,Rent,663.33,Paid,2024-01-22
257,8,13.0,2024-02-21,Rent,663.33,Paid,2024-02-21
258,8,13.0,2024-03-22,Rent,663.33,Paid,2024-03-22
259,8,13.0,2024-04-21,Rent,663.33,Paid,2024-04-21
260,8,13.0,2024-05-21,Rent,663.33,Paid,2024-05-21
261,8,13.0,2024-06-20,Rent,663.33,Pending,2024-06-20
262,8,13.0,2024-07-20,Rent,663.33,Paid,2024-07-20
263,8,13.0,2024-08-19,Rent,663.33,Paid,2024-08-19
264,8,13.0,2024-09-18,Rent,663.33,Paid,2024-09-18
265,8,13.0,2024-10-18,Rent,663.33,Paid,2024-10-18
266,8,13.0,2024-11-17,Rent,663.33,Paid,2024-11-17
267,8,13.0,2024-12-17,Rent,663.33,Paid,2024-12-17
268,20,14.0,2023-11-02,Rent,523.72,Paid,2023-11-02
269,20,14.0,2023-12-02,Rent,523.72,Paid,2023-12-02
270,20,14.0,2024-01-01,Rent,523.72,Paid,2024-01-01
271,20,14.0,2024-01-31,Rent,523.72,Paid,2024-01-31
272,20,14.0,2024-03-01,Rent,523.72,Paid,2024-03-01
273,20,14.0,2024-03-31,Rent,523.72,Paid,2024-03-31
274,20,14.0,2024-04-30,Rent,523.72,Paid,2024-04-30
275,20,14.0,2024-05-30,Rent,523.72,Paid,2024-05-30
276,20,14.0,2024-06-29,Rent,523.72,Paid,2024-06-29
277,20,14.0,2024-07-29,Rent,523.72,Paid,2024-07-29
278,20,14.0,2024-08-28,Rent,523.72,Paid,2024-08-28
279,20,14.0,2024-09-27,Rent,523.72,Paid,2024-09-27
280,20,14.0,2024-10-27,Rent,523.72,Paid,2024-10-27
281,20,14.0,2024-11-26,Rent,523.72,Pending,2024-11-26
282,20,14.0,2024-12-26,Rent,523.72,Pending,2024-12-26
283,19,15.0,2023-09-23,Rent,1023.89,Paid,2023-09-23
284,19,15.0,2023-10-23,Rent,1023.89,Paid,2023-10-23
285,19,15.0,2023-11-22,Rent,1023.89,Paid,2023-11-22
286,19,15.0,2023-12-22,Rent,1023.89,Paid,2023-12-22
287,19,15.0,2024-01-21,Rent,1023.89,Paid,2024-01-21
288,19,15.0,2024-02-20,Rent,1023.89,Paid,2024-02-20
289,19,15.0,2024-03-21,Rent,1023.89,Paid,2024-03-21
290,19,15.0,2024-04-20,Rent,1023.89,Paid,2024-04-20
291,19,15.0,2024-05-20,Rent,1023.89,Paid,2024-05-20
292,19,15.0,2024-06-19,Rent,1023.89,Paid,2024-06-19
293,19,15.0,2024-07-19,Rent,1023.89,Paid,2024-07-19
294,19,15.0,2024-08-18,Rent,1023.89,Paid,2024-08-18
295,19,15.0,2024-09-17,Rent,1023.89,Paid,2024-09-17
296,19,15.0,2024-10-17,Rent,1023.89,Paid,2024-10-17
297,19,15.0,2024-11-16,Rent,1023.89,Paid,2024-11-16
298,19,15.0,2024-12-16,Rent,1023.89,Paid,2024-12-16
299,8,16.0,2022-02-03,Rent,1487.99,Paid,2022-02-03
300,8,16.0,2022-03-05,Rent,1487.99,Pending,2022-03-05
301,8,16.0,2022-04-04,Rent,1487.99,Paid,2022-04-04
302,8,16.0,2022-05-04,Rent,1487.99,Paid,2022-05-04
303,8,16.0,2022-06-03,Rent,1487.99,Paid,2022-06-03
304,8,16.0,2022-07-03,Rent,1487.99,Paid,2022-07-03
305,8,16.0,2022-08-02,Rent,1487.99,Paid,2022-08-02
306,8,16.0,2022-09-01,Rent,1487.99,Paid,2022-09-01
307,8,16.0,2022-10-01,Rent,1487.99,Paid,2022-10-01
308,8,16.0,2022-10-31,Rent,1487.99,Paid,2022-10-31
309,8,16.0,2022-11-30,Rent,1487.99,Paid,2022-11-30
310,8,16.0,2022-12-30,Rent,1487.99,Paid,2022-12-30
311,8,16.0,2023-01-29,Rent,1487.99,Paid,2023-01-29
312,8,16.0,2023-02-28,Rent,1487.99,Paid,2023-02-28
313,8,16.0,2023-03-30,Rent,1487.99,Paid,2023-03-30
314,8,16.0,2023-04-29,Rent,1487.99,Paid,2023-04-29
315,8,16.0,2023-05-29,Rent,1487.99,Paid,2023-05-29
316,8,16.0,2023-06-28,Rent,1487.99,Paid,2023-06-28
317,8,16.0,2023-07-28,Rent,1487.99,Paid,2023-07-28
318,8,16.0,2023-08-27,Rent,1487.99,Paid,2023-08-27
319,8,16.0,2023-09-26,Rent,1487.99,Paid,2023-09-26
320,8,16.0,2023-10-26,Rent,1487.99,Paid,2023-10-26
321,8,16.0,2023-11-25,Rent,1487.99,Paid,2023-11-25
322,8,16.0,2023-12-25,Rent,1487.99,Paid,2023-12-25
323,8,16.0,2024-01-24,Rent,1487.99,Paid,2024-01-24
324,8,16.0,2024-02-23,Rent,1487.99,Paid,2024-02-23
325,8,16.0,2024-03-24,Rent,1487.99,Paid,2024-03-24
326,8,16.0,2024-04-23,Rent,1487.99,Paid,2024-04-23
327,8,16.0,2024-05-23,Rent,1487.99,Paid,2024-05-23
328,8,16.0,2024-06-22,Rent,1487.99,Paid,2024-06-22
329,8,16.0,2024-07-22,Rent,1487.99,Paid,2024-07-22
330,8,16.0,2024-08-21,Rent,1487.99,Paid,2024-08-21
331,8,16.0,2024-09-20,Rent,1487.99,Paid,2024-09-20
332,8,16.0,2024-10-20,Rent,1487.99,Paid,2024-10-20
333,8,16.0,2024-11-19,Rent,1487.99,Paid,2024-11-19
334,8,16.0,2024-12-19,Rent,1487.99,Paid,2024-12-19
335,8,17.0,2022-08-11,Rent,1701.84,Paid,2022-08-11
336,8,17.0,2022-09-10,Rent,1701.84,Paid,2022-09-10
337,8,17.0,2022-10-10,Rent,1701.84,Paid,2022-10-10
338,8,17.0,2022-11-09,Rent,1701.84,Paid,2022-11-09
339,8,17.0,2022-12-09,Rent,1701.84,Paid,2022-12-09
340,8,17.0,2023-01-08,Rent,1701.84,Paid,2023-01-08
341,8,17.0,2023-02-07,Rent,1701.84,Paid,2023-02-07
342,8,17.0,2023-03-09,Rent,1701.84,Paid,2023-03-09
343,8,17.0,2023-04-08,Rent,1701.84,Paid,2023-04-08
344,8,17.0,2023-05-08,Rent,1701.84,Paid,2023-05-08
345,8,17.0,2023-06-07,Rent,1701.84,Paid,2023-06-07
346,8,17.0,2023-07-07,Rent,1701.84,Paid,2023-07-07
347,8,17.0,2023-08-06,Rent,1701.84,Paid,2023-08-06
348,8,17.0,2023-09-05,Rent,1701.84,Paid,2023-09-05
349,8,17.0,2023-10-05,Rent,1701.84,Paid,2023-10-05
350,8,17.0,2023-11-04,Rent,1701.84,Paid,2023-11-04
351,8,17.0,2023-12-04,Rent,1701.84,Paid,2023-12-04
352,8,17.0,2024-01-03,Rent,1701.84,Paid,2024-01-03
353,8,17.0,2024-02-02,Rent,1701.84,Paid,2024-02-02
354,8,17.0,2024-03-03,Rent,1701.84,Paid,2024-03-03
355,8,17.0,2024-04-02,Rent,1701.84,Paid,2024-04-02
356,8,17.0,2024-05-02,Rent,1701.84,Paid,2024-05-02
357,8,17.0,2024-06-01,Rent,1701.84,Paid,2024-06-01
358,8,17.0,2024-07-01,Rent,1701.84,Paid,2024-07-01
359,8,17.0,2024-07-31,Rent,1701.84,Paid,2024-07-31
360,8,17.0,2024-08-30,Rent,1701.84,Paid,2024-08-30
361,8,17.0,2024-09-29,Rent,1701.84,Paid,2024-09-29
362,8,17.0,2024-10-29,Rent,1701.84,Paid,2024-10-29
363,19,18.0,2022-08-30,Rent,1274.41,Paid,2022-08-30
364,19,18.0,2022-09-29,Rent,1274.41,Paid,2022-09-29
365,19,18.0,2022-10-29,Rent,1274.41,Paid,2022-10-29
366,19,18.0,2022-11-28,Rent,1274.41,Paid,2022-11-28
367,19,18.0,2022-12-28,Rent,1274.41,Paid,2022-12-28
368,19,18.0,2023-01-27,Rent,1274.41,Paid,2023-01-27
369,19,18.0,2023-02-26,Rent,1274.41,Paid,2023-02-26
370,19,18.0,2023-03-28,Rent,1274.41,Paid,2023-03-28
371,19,18.0,2023-04-27,Rent,1274.41,Pending,2023-04-27
372,19,18.0,2023-05-27,Rent,1274.41,Paid,2023-05-27
373,19,18.0,2023-06-26,Rent,1274.41,Paid,2023-06-26
374,19,18.0,2023-07-26,Rent,1274.41,Paid,2023-07-26
375,19,18.0,2023-08-25,Rent,1274.41,Paid,2023-08-25
376,19,18.0,2023-09-24,Rent,1274.41,Paid,2023-09-24
377,19,18.0,2023-10-24,Rent,1274.41,Paid,2023-10-24
378,19,18.0,2023-11-23,Rent,1274.41,Paid,2023-11-23
379,19,18.0,2023-12-23,Rent,1274.41,Paid,2023-12-23
380,19,18.0,2024-01-22,Rent,1274.41,Paid,2024-01-22
381,19,18.0,2024-02-21,Rent,1274.41,Paid,2024-02-21
382,19,18.0,2024-03-22,Rent,1274.41,Paid,2024-03-22
383,19,18.0,2024-04-21,Rent,1274.41,Paid,2024-04-21
384,19,18.0,2024-05-21,Rent,1274.41,Paid,2024-05-21
385,19,18.0,2024-06-20,Rent,1274.41,Paid,2024-06-20
386,19,18.0,2024-07-20,Rent,1274.41,Paid,2024-07-20
387,19,18.0,2024-08-19,Rent,1274.41,Paid,2024-08-19
388,1,19.0,2023-12-04,Rent,1058.74,Paid,2023-12-04
389,1,19.0,2024-01-03,Rent,1058.74,Paid,2024-01-03
390,1,19.0,2024-02-02,Rent,1058.74,Paid,2024-02-02
391,1,19.0,2024-03-03,Rent,1058.74,Paid,2024-03-03
392,1,19.0,2024-04-02,Rent,1058.74,Paid,2024-04-02
393,1,19.0,2024-05-02,Rent,1058.74,Paid,2024-05-02
394,1,19.0,2024-06-01,Rent,1058.74,Paid,2024-06-01
395,1,19.0,2024-07-01,Rent,1058.74,Paid,2024-07-01
396,1,19.0,2024-07-31,Rent,1058.74,Paid,2024-07-31
397,1,19.0,2024-08-30,Rent,1058.74,Paid,2024-08-30
398,1,19.0,2024-09-29,Rent,1058.74,Paid,2024-09-29
399,1,19.0,2024-10-29,Rent,1058.74,Paid,2024-10-29
400,1,19.0,2024-11-28,Rent,1058.74,Paid,2024-11-28
401,1,19.0,2024-12-28,Rent,1058.74,Paid,2024-12-28
402,15,20.0,2023-10-23,Rent,937.96,Paid,2023-10-23
403,15,20.0,2023-11-22,Rent,937.96,Paid,2023-11-22
404,15,20.0,2023-12-22,Rent,937.96,Paid,2023-12-22
